master_id,scheme_name,source,ministry,department,implementing_agency,normalized_record_kind,record_kind,programme_status,application_status,status_evidence,sector,scheme_type,target_beneficiaries,startup_stage,catalogue_inclusion,catalogue_section,current_decision,official_page_url,application_url,guideline_urls,opening_date,closing_date,funding_minimum,funding_maximum,currency,eligibility,benefits,application_process,required_documents,contact_details,last_verified_date,field_evidence,primary_sector,secondary_sectors,sector_confidence,sector_classification_method,sector_evidence,sector_review_required,sector_verified_at,sector_agent_version,sector_evidence_url,sector_reason,startup_relevance_classification,startup_relevance_score,startup_beneficiary_evidence,startup_access_evidence,sector_method,record_role,record_role_confidence,record_role_reason,governance_decision,public_catalogue_section,governance_reason,call_type,parent_scheme_id,governance_verified_at
b1_df7160df7daf98c14ac4,2018 Pwc Ai Artificial%20Intelligence%20In%20India%20Hype%20Or%20Reality.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Artificial Intelligence & Data,Research Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-AI-Artificial%20Intelligence%20In%20India%20Hype%20Or%20Reality.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-AI-Artificial%20Intelligence%20In%20India%20Hype%20Or%20Reality.pdf"", ""status"": ""No explicit current application status found on official source.""}",Artificial Intelligence & Data,,0.990,FAIL_CLOSED_REVIEW,artificial intelligence,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,No defensible domain-specific evidence. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,NOT_STARTUP_RELEVANT,0,,,WEIGHTED_EVIDENCE,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_239162d88eb3d7ec27d1,2018 Pwc Blockchain The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Cross-sector Innovation & Entrepreneurship,Research Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.pdf"", ""status"": ""No explicit current application status found on official source.""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,0,,,CROSS_SECTOR_INNOVATION,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_645b7f9ea37cd940ee24,2018 Pwc Finance Demystifying%20Credit%20Assessment%20In%20Banks.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,CREDIT_SUPPORT,CREDIT_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Cross-sector MSME & Startup Finance,Credit Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Demystifying%20Credit%20Assessment%20In%20Banks.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Demystifying%20Credit%20Assessment%20In%20Banks.pdf"", ""status"": ""No explicit current application status found on official source.""}",Cross-sector MSME & Startup Finance,,0.880,FAIL_CLOSED_REVIEW,General finance support without industry restriction.,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,No defensible domain-specific evidence. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,NOT_STARTUP_RELEVANT,10,,,CROSS_SECTOR_FINANCE,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_f12d18c65ba0fbfc8494,2018 Pwc Healthcare Ayurveda%20On%20The%20Cusp%20Of%20Change.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Healthcare & MedTech,Research Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayurveda%20On%20The%20Cusp%20Of%20Change.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayurveda%20On%20The%20Cusp%20Of%20Change.pdf"", ""status"": ""No explicit current application status found on official source.""}",Healthcare & MedTech,,0.990,DETERMINISTIC_EVIDENCE,healthcare,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,Top score 16 with margin 16.,NOT_STARTUP_RELEVANT,0,,,WEIGHTED_EVIDENCE,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_39d2bb54bb126214f105,2018 Pwc Healthcare Ayushman%20Bharat%20National%20Health%20Protection%20Mission.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Healthcare & MedTech,Research Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayushman%20Bharat%20National%20Health%20Protection%20Mission.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayushman%20Bharat%20National%20Health%20Protection%20Mission.pdf"", ""status"": ""No explicit current application status found on official source.""}",Healthcare & MedTech,,0.990,DETERMINISTIC_EVIDENCE,healthcare,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,Top score 16 with margin 16.,NOT_STARTUP_RELEVANT,0,,,WEIGHTED_EVIDENCE,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_15d108bf123ebe17fa17,India%20Fintech%20Report%202020%20(1).Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Financial Services & FinTech,Research Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/India%20FinTech%20Report%202020%20(1).pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/India%20FinTech%20Report%202020%20(1).pdf"", ""status"": ""No explicit current application status found on official source.""}",Financial Services & FinTech,,0.990,FAIL_CLOSED_REVIEW,fintech,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,No defensible domain-specific evidence. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,NOT_STARTUP_RELEVANT,0,,,WEIGHTED_EVIDENCE,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_ded28e691870083b035c,Nasscom%20Zinnov%20India%20Startup%20Landscape%20Report%202019.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Cross-sector Innovation & Entrepreneurship,Research Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/NASSCOM%20Zinnov%20India%20Startup%20Landscape%20Report%202019.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/NASSCOM%20Zinnov%20India%20Startup%20Landscape%20Report%202019.pdf"", ""status"": ""No explicit current application status found on official source.""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,20,startup,,CROSS_SECTOR_INNOVATION,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_34da38c08eb157737a75,Tie%20Delhi%20Ncr%20Startup%20Report.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Cross-sector Innovation & Entrepreneurship,Research Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/TiE%20Delhi%20NCR%20Startup%20Report.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/TiE%20Delhi%20NCR%20Startup%20Report.pdf"", ""status"": ""No explicit current application status found on official source.""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,20,startup,,CROSS_SECTOR_INNOVATION,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_b8d2306dac1e9112725f,Framework For Startups.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,RESEARCH_SUPPORT,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Cross-sector Innovation & Entrepreneurship,Research Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Market-Research/framework-for-Startups.pdf,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/dam/invest-india/Market-Research/framework-for-Startups.pdf"", ""status"": ""No explicit current application status found on official source.""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,20,startup,,CROSS_SECTOR_INNOVATION,SUPPORTING_DOCUMENT,0.980,"PDF is evidence/supporting material, not a canonical scheme identity.",QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
b1_209a3fd28aa689da5250,Incubator Framework.Html,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,INCUBATION_SUPPORT,INCUBATION_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,No explicit current application status found on official source.,Cross-sector Innovation & Entrepreneurship,Incubation Support,Not specified on the verified official source,Not specified on the verified official source,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,NEEDS_REVIEW,https://www.startupindia.gov.in/content/sih/en/incubator-framework.html,Not specified on the verified official source,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/sih/en/incubator-framework.html"", ""status"": ""No explicit current application status found on official source.""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,10,,,CROSS_SECTOR_INNOVATION,SUPPORTING_DOCUMENT,0.900,Document/resource title.,QUARANTINE,INTERNAL_REFERENCE,Role SUPPORTING_DOCUMENT is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
v332_dd98750be65f7a697d47,Bill Discounting Scheme | MSME Financing,National Small Industries Corporation,"Ministry of Micro, Small and Medium Enterprises",National Small Industries Corporation,NSIC,CREDIT_SUPPORT,CREDIT_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,CLOSED_OR_HISTORICAL,Status inferred from deadline/closed wording on official source.,Cross-sector MSME & Startup Finance,Credit Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,INCLUDED,SCHEMES_AND_PROGRAMMES,,https://www.nsic.co.in/Schemes/BillDiscountingAgainstBG,,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.nsic.co.in/Schemes/BillDiscountingAgainstBG"", ""scheme_name"": ""https://www.nsic.co.in/Schemes/BillDiscountingAgainstBG"", ""status"": ""https://www.nsic.co.in/Schemes/BillDiscountingAgainstBG"", ""source_text"": ""https://www.nsic.co.in/Schemes/BillDiscountingAgainstBG""}",Cross-sector MSME & Startup Finance,,0.990,DETERMINISTIC_EVIDENCE,bill discounting,false,2026-07-10T16:28:07+00:00,3.4.0.6b,,Top score 20 with margin 20.,NOT_STARTUP_RELEVANT,30,msme,,WEIGHTED_EVIDENCE,SUPPORT_SCHEME_OR_SERVICE,0.850,Named MSME/startup support service.,QUARANTINE,INTERNAL_REFERENCE,Startup/innovator relevance gate failed.,,,2026-07-10T16:47:09+00:00
v332_05ad0ef4cf5b16853015,Credit Facilitation Through Bank | MSME Assistance,National Small Industries Corporation,"Ministry of Micro, Small and Medium Enterprises",National Small Industries Corporation,NSIC,CREDIT_SUPPORT,CREDIT_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,Official core page reachable; no deterministic open/closed deadline signal found.,Cross-sector MSME & Startup Finance,Credit Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,INCLUDED,SCHEMES_AND_PROGRAMMES,,https://www.nsic.co.in/Schemes/CreditFacilitationThroughBank,,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.nsic.co.in/Schemes/CreditFacilitationThroughBank"", ""scheme_name"": ""https://www.nsic.co.in/Schemes/CreditFacilitationThroughBank"", ""status"": ""https://www.nsic.co.in/Schemes/CreditFacilitationThroughBank"", ""source_text"": ""https://www.nsic.co.in/Schemes/CreditFacilitationThroughBank""}",Cross-sector MSME & Startup Finance,,0.880,GOVERNED_CROSS_SECTOR_FALLBACK,General finance support without industry restriction.,false,2026-07-10T16:28:08+00:00,3.4.0.6b,,General startup/MSME finance evidence without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,NOT_STARTUP_RELEVANT,30,msme,,CROSS_SECTOR_FINANCE,SUPPORT_SCHEME_OR_SERVICE,0.850,Named MSME/startup support service.,QUARANTINE,INTERNAL_REFERENCE,Startup/innovator relevance gate failed.,,,2026-07-10T16:47:09+00:00
v332_ba8fd381f036d95ad89b,RMA against Bank Guarantee | MSME Financing,National Small Industries Corporation,"Ministry of Micro, Small and Medium Enterprises",National Small Industries Corporation,NSIC,CREDIT_SUPPORT,CREDIT_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,CLOSED_OR_HISTORICAL,Status inferred from deadline/closed wording on official source.,Cross-sector MSME & Startup Finance,Credit Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,INCLUDED,SCHEMES_AND_PROGRAMMES,,https://www.nsic.co.in/Schemes/RawMaterialAgainstBG,,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.nsic.co.in/Schemes/RawMaterialAgainstBG"", ""scheme_name"": ""https://www.nsic.co.in/Schemes/RawMaterialAgainstBG"", ""status"": ""https://www.nsic.co.in/Schemes/RawMaterialAgainstBG"", ""source_text"": ""https://www.nsic.co.in/Schemes/RawMaterialAgainstBG""}",Cross-sector MSME & Startup Finance,,0.880,GOVERNED_CROSS_SECTOR_FALLBACK,General finance support without industry restriction.,false,2026-07-10T16:28:08+00:00,3.4.0.6b,,General startup/MSME finance evidence without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,POSSIBLY_RELEVANT,40,msme,,CROSS_SECTOR_FINANCE,MANUAL_ROLE_REVIEW,0.500,No reliable role evidence.,QUARANTINE,INTERNAL_REFERENCE,Role MANUAL_ROLE_REVIEW is not a public scheme identity.,,,2026-07-10T16:47:09+00:00
v332_403d76556f9dbd7968ef,Incubator Schemes,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,INCUBATION_SUPPORT,INCUBATION_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,Official core page reachable; no deterministic open/closed deadline signal found.,Cross-sector Innovation & Entrepreneurship,Incubation Support,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,INCLUDED,SCHEMES_AND_PROGRAMMES,,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html"", ""scheme_name"": ""https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html"", ""status"": ""https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html"", ""source_text"": ""https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:08+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,10,,,CROSS_SECTOR_INNOVATION,SCHEME_OR_PROGRAMME,0.830,Scheme/programme identity terms.,QUARANTINE,INTERNAL_REFERENCE,Startup/innovator relevance gate failed.,,,2026-07-10T16:47:09+00:00
v332_bae4b61912e6b147887c,National Startup Awards Landing,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,Official core page reachable; no deterministic open/closed deadline signal found.,Cross-sector Innovation & Entrepreneurship,Scheme Or Programme,Startups; MSMEs; Entrepreneurs,Not specified on the verified official source,INCLUDED,SCHEMES_AND_PROGRAMMES,,https://www.startupindia.gov.in/content/sih/en/nsa-landing.html,,,Not specified on the verified official source,Not specified on the verified official source,,,INR,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,Not specified on the verified official source,2026-07-10,"{""official_page_url"": ""https://www.startupindia.gov.in/content/sih/en/nsa-landing.html"", ""scheme_name"": ""https://www.startupindia.gov.in/content/sih/en/nsa-landing.html"", ""status"": ""https://www.startupindia.gov.in/content/sih/en/nsa-landing.html"", ""source_text"": ""https://www.startupindia.gov.in/content/sih/en/nsa-landing.html""}",Cross-sector Innovation & Entrepreneurship,,0.860,GOVERNED_CROSS_SECTOR_FALLBACK,General startup/innovation support without industry restriction.,false,2026-07-10T16:28:08+00:00,3.4.0.6b,,"General innovation, incubation, entrepreneurship or startup support without a narrower industry restriction. Review retained. HTTPError: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions",NOT_STARTUP_RELEVANT,20,startup,,CROSS_SECTOR_INNOVATION,SCHEME_OR_PROGRAMME,0.830,Scheme/programme identity terms.,QUARANTINE,INTERNAL_REFERENCE,Startup/innovator relevance gate failed.,,,2026-07-10T16:47:09+00:00
